forecast,actual
2547.857518457011,2369.0
2177.159418081339,2006.0
2522.0676353822982,2859.0
2346.0823862128327,2258.0
1382.900147391149,1024.0
2460.0965726329036,2158.0
2447.111334268751,2438.0
2369.628271720753,2242.0
2048.582652163421,2002.0
2590.2503125415597,2358.0
2231.391942635618,2161.0
1270.1601974781356,1212.0
2322.7562544465036,2414.0
2501.1357309267187,2627.0
2409.939271962694,2645.0
2097.962132140829,2037.0
2505.6130948528526,2479.0
2234.2690872312805,2093.0
1301.9858661715616,968.0
2333.433617088144,2086.0
2382.0961535281103,2418.0
