forecast,actual
2505.266718978363,2369.0
2097.2124717277998,2006.0
2526.0628223816975,2859.0
2374.1564291953023,2258.0
1276.8479358671648,1024.0
2442.2300448534324,2158.0
2465.602174073471,2438.0
2378.9329536841574,2242.0
2024.0931241091498,2002.0
2581.7227990242727,2358.0
2221.936422241534,2161.0
1197.417887388009,1212.0
2298.948890814974,2414.0
2495.6843358563324,2627.0
2379.8544148238407,2645.0
1998.2605382813226,2037.0
2491.368248872791,2479.0
2269.720350127961,2093.0
1273.507879789649,968.0
2288.0976941717136,2086.0
2413.079688370839,2418.0
