forecast,actual
2473.6147367528,2369.0
2087.5119870331696,2006.0
2493.9423256913415,2859.0
2384.64418985838,2258.0
1246.2466875369253,1024.0
2412.3934153313803,2158.0
2455.5155173609032,2438.0
2381.996889137842,2242.0
1995.1538683516708,2002.0
2552.415300776105,2358.0
2235.0029458232325,2161.0
1172.7849224956442,1212.0
2302.8689337158958,2414.0
2453.2022820844422,2627.0
2363.878188260699,2645.0
2017.6306627905906,2037.0
2458.111138722691,2479.0
2233.6055448525203,2093.0
1227.8451795827086,968.0
2285.2559113467923,2086.0
2376.432897987674,2418.0
